,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter75_cv_split2,0.6065573770491803,0.644808743169399,0.9972789115646259,0.6476190476190476,0,21,21,0,103,15,0,15,8,168,0,0,0,476,0,0,2,89
iter75_cv_split3,0.6010928961748634,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,102,16,0,15,8,168,0,0,0,476,0,0,2,89
iter75_cv_split4,0.5573770491803278,0.6502732240437158,0.998639455782313,0.6462585034013606,0,23,18,1,97,21,0,18,5,169,0,0,0,475,0,0,1,90
iter75_cv_split5,0.5792349726775956,0.6502732240437158,0.998639455782313,0.6462585034013606,0,42,0,0,104,15,0,20,2,168,0,0,0,475,0,0,1,91
iter76_cv_split1,0.5752688172043011,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,36,7,2,98,20,0,14,9,167,0,0,0,474,0,0,1,90
iter76_cv_split2,0.6065573770491803,0.644808743169399,0.9972789115646259,0.6476190476190476,0,34,8,0,104,14,0,16,7,168,0,0,0,476,0,0,2,89
iter76_cv_split3,0.5901639344262295,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,100,18,0,15,8,168,0,0,0,476,0,0,2,89
iter76_cv_split4,0.5519125683060109,0.6502732240437158,0.998639455782313,0.6462585034013606,0,41,0,0,95,24,0,17,6,169,0,0,0,475,0,0,1,90
iter76_cv_split5,0.5519125683060109,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,22,20,0,97,22,0,18,4,168,0,0,0,475,0,0,2,90
iter77_cv_split1,0.6451612903225806,0.6451612903225806,1.0,0.6475409836065574,0,32,11,0,112,8,0,15,8,167,0,0,0,474,0,0,0,91
iter77_cv_split2,0.5628415300546448,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,98,20,0,18,5,168,0,0,0,476,0,0,2,89
iter77_cv_split3,0.6010928961748634,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,100,18,0,13,10,168,0,0,0,476,0,0,2,89
iter77_cv_split4,0.5737704918032787,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,27,14,1,99,19,0,17,6,169,0,0,0,475,0,0,2,89
